Player,Nation,Age,Pos,Squad,Season,Min,Gls,Ast,xG,xA,npxG,xAG,G+A,Sh,SoT,G/Sh,G/SoT,PrgC,PrgP,PrgR,KP,1/3,PPA,CrsPA,Cmp%,TotDist,PrgDist,SCA,GCA,SCA90,GCA90,Tkl,TklW,Int,Blocks,Clr,Tkl+Int,Touches,Succ,Succ%,Carries,CrdY,CrdR,Fls,Fld,GA,Saves,Save%,CS,PSxG,PSxG+/-,#OPA,AvgDist,MP,Starts,90s,Mn/MP,PPM,+/-,+/-90,npxG+xAG,SoT%
Mykola Kukharevych,ua UKR,20,FW,Troyes,2021-2022,15.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,,0,0,1,0,0,0,0,42.9,30,0,1,0,6.0,0.0,0.0,0,0,1,0,0,8,0,,4,0,0,1,0,,,,,,,,,2,0,0.2,8,0.5,0,0.0,0.1,0.0
Dejan Kulusevski,se SWE,21,"MF,FW",Tottenham,2021-2022,1261.0,5.0,8.0,2.7,2.7,2.7,3.4,13.0,26.0,9.0,0.19,0.56,51,35,100,25,15,24,5,83.1,5431,1144,51,13,3.64,0.93,19.0,13,13,17,3,32,643,25,56.8,399,3,0,20,1,,,,,,,,,18,14,14.0,70,1.94,24,1.71,6.1,34.61538461538461
Dejan Kulusevski,se SWE,21,"FW,MF",Juventus,2021-2022,772.0,1.0,3.0,1.7,1.4,1.7,1.2,4.0,18.0,6.0,0.06,0.17,24,24,89,10,17,12,2,79.8,2683,641,25,5,2.92,0.58,15.0,12,5,8,5,20,379,18,56.3,243,1,0,29,1,,,,,,,,,20,5,8.6,39,1.9,7,0.82,2.9,33.33333333333333
Marash Kumbulla,al ALB,21,DF,Roma,2021-2022,1025.0,0.0,0.0,0.8,0.1,0.8,0.1,0.0,7.0,3.0,0.0,0.0,5,31,0,3,20,0,0,85.9,10848,3587,6,0,0.53,0.0,21.0,13,16,13,26,37,737,1,100.0,453,6,0,22,0,,,,,,,,,17,13,11.4,60,2.18,4,0.35,0.9,42.857142857142854
Fabian Kunze,de GER,23,MF,Arminia,2021-2022,1260.0,0.0,0.0,0.4,0.6,0.4,0.3,0.0,11.0,1.0,0.0,0.0,4,58,8,6,38,8,3,74.5,6178,1921,18,0,1.29,0.0,35.0,21,19,11,27,54,653,9,50.0,296,9,0,38,4,,,,,,,,,22,13,14.0,57,1.09,-10,-0.71,0.7,9.090909090909092
Enock Kwateng,fr FRA,24,DF,Bordeaux,2021-2022,2002.0,1.0,0.0,0.3,1.5,0.3,1.8,1.0,7.0,3.0,0.14,0.33,37,106,38,17,85,22,13,81.4,15874,6753,32,0,1.44,0.0,54.0,35,43,14,48,97,1440,22,62.9,823,6,1,22,0,,,,,,,,,29,22,22.2,69,0.9,-19,-0.85,2.1,42.857142857142854
Grejohn Kyei,fr FRA,25,FW,Clermont Foot,2021-2022,396.0,0.0,1.0,1.9,0.5,1.9,1.1,1.0,11.0,3.0,0.0,0.0,0,7,32,11,5,2,0,69.1,893,218,11,1,2.5,0.23,3.0,2,0,0,1,3,155,7,77.8,102,1,0,14,0,,,,,,,,,14,4,4.4,28,1.0,-7,-1.59,3.0,27.27272727272727
Giorgos Kyriakopoulos,gr GRE,25,"DF,FW",Sassuolo,2021-2022,1975.0,0.0,5.0,1.1,2.7,1.1,4.5,5.0,30.0,10.0,0.0,0.0,78,62,114,36,57,26,16,81.5,16080,6013,65,9,2.97,0.41,30.0,14,11,24,52,41,1510,35,64.8,923,6,1,29,6,,,,,,,,,29,22,21.9,68,1.17,1,0.05,5.6,33.33333333333333
Andrea La Mantia,it ITA,30,"FW,MF",Empoli,2021-2022,488.0,2.0,0.0,1.8,0.2,1.8,0.5,2.0,17.0,3.0,0.12,0.67,3,7,30,8,5,1,0,60.0,763,163,13,3,2.4,0.55,2.0,0,1,3,6,3,158,0,,74,0,0,6,1,,,,,,,,,18,3,5.4,27,1.06,0,0.0,2.3,17.647058823529413
Gaëtan Laborde,fr FRA,27,FW,Montpellier,2021-2022,341.0,3.0,0.0,1.6,0.5,1.6,0.5,3.0,14.0,4.0,0.21,0.75,7,7,25,4,2,2,0,58.8,776,245,10,0,2.65,0.0,2.0,2,5,0,5,7,144,1,25.0,85,1,0,3,0,,,,,,,,,4,4,3.8,85,1.0,1,0.26,2.1,28.57142857142857
Gaëtan Laborde,fr FRA,27,FW,Rennes,2021-2022,2729.0,12.0,8.0,14.9,4.4,13.3,5.1,20.0,84.0,32.0,0.12,0.31,38,54,211,37,27,29,11,64.0,5967,1337,79,19,2.61,0.63,19.0,7,8,26,16,27,994,10,29.4,512,1,0,31,0,,,,,,,,,34,32,30.3,80,1.79,35,1.15,18.4,38.095238095238095
Alexandre Lacazette,fr FRA,30,FW,Arsenal,2021-2022,1782.0,4.0,7.0,8.4,1.8,6.0,3.0,11.0,43.0,12.0,0.05,0.17,19,52,106,29,30,19,1,75.4,4595,1048,71,9,3.58,0.45,27.0,10,5,13,6,32,638,19,57.6,349,0,0,32,10,,,,,,,,,30,20,19.8,59,1.8,19,0.96,9.0,27.906976744186046
Tom Lacoux,fr FRA,19,"DF,MF",Bordeaux,2021-2022,907.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,2.0,0.0,0.0,,8,27,14,3,16,0,0,76.9,5320,1775,13,3,1.29,0.3,18.0,13,9,14,20,27,527,8,57.1,278,5,0,18,2,,,,,,,,,13,11,10.1,70,1.31,-3,-0.3,0.3,0.0
Lenny Lacroix,fr FRA,18,DF,Metz,2021-2022,200.0,0.0,1.0,0.1,0.0,0.1,0.4,1.0,2.0,0.0,0.0,,0,4,1,2,4,0,0,67.9,1062,558,2,1,0.9,0.45,9.0,7,10,2,5,19,113,0,,61,0,0,1,0,,,,,,,,,3,2,2.2,67,2.33,2,0.9,0.5,0.0
Maxence Lacroix,fr FRA,21,DF,Wolfsburg,2021-2022,2491.0,0.0,0.0,1.5,1.1,1.5,0.9,0.0,17.0,3.0,0.0,0.0,17,117,12,7,79,8,0,80.6,25668,9563,26,0,0.94,0.0,59.0,33,60,22,144,119,1931,31,86.1,1055,5,3,36,0,,,,,,,,,29,29,27.7,86,1.1,-15,-0.54,2.4,17.647058823529413
Alban Lafont,fr FRA,22,GK,Nantes,2021-2022,3420.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,22,0,0,61.4,22491,18197,4,1,0.11,0.03,3.0,3,1,0,25,4,1233,0,,615,3,0,1,0,48.0,105.0,71.6,8.0,52.4,5.4,56.0,14.9,38,38,38.0,90,1.45,7,0.18,0.0,
Víctor Laguardia,es ESP,31,DF,Alavés,2021-2022,3042.0,3.0,2.0,2.0,0.4,2.0,0.9,5.0,13.0,5.0,0.23,0.6,2,72,3,5,75,6,0,74.6,21654,9853,16,3,0.47,0.09,29.0,16,27,7,151,56,1546,0,,710,9,0,21,0,,,,,,,,,34,34,33.8,89,0.88,-25,-0.74,2.9,38.46153846153847
Konrad Laimer,at AUT,24,MF,RB Leipzig,2021-2022,1240.0,4.0,4.0,2.4,2.2,2.4,2.4,8.0,15.0,7.0,0.27,0.57,34,64,53,18,50,11,2,79.0,8498,2331,34,7,2.47,0.51,38.0,24,4,23,9,42,881,22,71.0,482,2,0,37,1,,,,,,,,,26,15,13.8,48,1.81,18,1.31,4.8,46.666666666666664
Stefan Lainer,at AUT,28,DF,Gladbach,2021-2022,1471.0,1.0,2.0,0.7,2.5,0.7,2.1,3.0,12.0,2.0,0.08,0.5,23,58,76,12,41,12,4,73.9,8229,3429,37,6,2.41,0.39,19.0,11,14,23,31,33,907,5,27.8,380,2,0,8,5,,,,,,,,,21,19,16.3,70,1.33,-4,-0.24,2.8,16.666666666666664
Diego Lainez,mx MEX,21,FW,Betis,2021-2022,140.0,0.0,0.0,0.1,0.6,0.1,0.4,0.0,1.0,1.0,0.0,0.0,4,3,11,3,1,1,0,76.8,527,103,5,0,3.21,0.0,1.0,1,1,4,0,2,76,6,66.7,47,0,0,4,0,,,,,,,,,7,1,1.6,20,2.0,-1,-0.64,0.5,100.0
Adam Lallana,eng ENG,33,MF,Brighton,2021-2022,1561.0,0.0,1.0,1.1,1.0,1.1,0.9,1.0,19.0,4.0,0.0,0.0,17,76,47,8,58,17,1,86.9,11641,2793,28,4,1.62,0.23,34.0,17,16,16,13,50,1123,14,60.9,618,4,0,11,2,,,,,,,,,24,18,17.3,65,1.5,0,0.0,2.0,21.052631578947366
Vassilis Lambropoulos,gr GRE,31,DF,Bochum,2021-2022,1168.0,0.0,0.0,0.2,0.1,0.2,0.0,0.0,4.0,1.0,0.0,0.0,6,19,3,1,13,0,0,80.8,7885,2221,8,0,0.62,0.0,18.0,12,17,4,56,35,579,0,,302,1,0,6,0,,,,,,,,,13,13,13.0,90,1.38,-6,-0.46,0.2,25.0
Érik Lamela,ar ARG,29,"FW,MF",Sevilla,2021-2022,1015.0,5.0,2.0,3.1,1.8,3.1,1.7,7.0,21.0,12.0,0.24,0.42,26,62,90,21,25,14,0,84.2,5862,1242,44,4,3.91,0.36,31.0,18,5,13,3,36,628,18,52.9,400,5,0,21,1,,,,,,,,,20,10,11.3,51,1.85,14,1.24,4.8,57.14285714285714
Mohamed Lamine Bayo,gn GUI,23,FW,Clermont Foot,2021-2022,2413.0,14.0,5.0,14.4,2.5,11.9,4.1,19.0,63.0,26.0,0.19,0.46,28,55,147,31,31,14,1,71.6,5427,1020,63,8,2.35,0.3,12.0,5,7,21,14,19,782,29,52.7,439,1,0,19,1,,,,,,,,,32,27,26.8,75,1.0,-11,-0.41,16.0,41.269841269841265
Didier Lamkel Zé,cm CMR,24,FW,Metz,2021-2022,605.0,3.0,0.0,2.3,0.8,2.3,0.3,3.0,14.0,7.0,0.21,0.43,21,6,63,5,8,1,1,70.8,1538,198,16,1,2.38,0.15,3.0,1,1,9,7,4,267,8,53.3,204,2,0,7,3,,,,,,,,,9,8,6.7,67,0.89,-4,-0.6,2.5999999999999996,50.0
Sam Lammers,nl NED,24,"FW,MF",Atalanta,2021-2022,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,3,8,0,2,1,0,60.0,155,55,0,0,0.0,0.0,1.0,0,0,1,0,1,31,0,0.0,18,0,0,2,0,,,,,,,,,2,0,0.4,19,2.0,0,0.0,0.0,
Sam Lammers,nl NED,24,"FW,MF",Eint Frankfurt,2021-2022,517.0,1.0,0.0,1.1,0.3,1.1,0.1,1.0,12.0,4.0,0.08,0.25,2,16,27,2,12,2,0,61.5,1047,295,10,0,1.74,0.0,4.0,4,2,6,4,6,208,7,46.7,106,1,0,7,0,,,,,,,,,15,5,5.7,34,1.0,-5,-0.87,1.2000000000000002,33.33333333333333
Tariq Lamptey,gh GHA,20,"DF,FW",Brighton,2021-2022,1561.0,0.0,2.0,0.8,2.9,0.8,2.6,2.0,19.0,4.0,0.0,0.0,81,36,153,21,26,24,15,77.0,8281,1729,54,3,3.11,0.17,36.0,25,21,27,23,57,1008,29,47.5,642,4,0,27,7,,,,,,,,,30,16,17.3,52,1.2,-7,-0.4,3.4000000000000004,21.052631578947366
Manuel Lanzini,ar ARG,28,"MF,FW",West Ham,2021-2022,1786.0,5.0,3.0,3.7,2.5,1.3,2.4,8.0,13.0,4.0,0.15,0.5,29,119,57,23,87,22,3,90.4,16115,3945,60,9,3.02,0.45,28.0,15,19,12,10,47,1402,25,69.4,889,2,0,11,1,,,,,,,,,30,19,19.8,60,1.3,3,0.15,3.7,30.76923076923077
Aymeric Laporte,es ESP,27,DF,Manchester City,2021-2022,2828.0,4.0,0.0,4.9,1.3,4.9,0.6,4.0,35.0,7.0,0.11,0.57,51,271,8,9,309,9,2,94.6,53607,17549,40,6,1.27,0.19,33.0,15,20,2,64,53,3135,6,75.0,2325,5,1,14,1,,,,,,,,,33,33,31.4,86,2.52,64,2.04,5.5,20.0
Julien Laporte,fr FRA,27,DF,Lorient,2021-2022,2891.0,2.0,0.0,1.9,0.6,1.9,0.5,2.0,17.0,3.0,0.12,0.67,12,82,2,5,81,8,0,84.1,27396,11254,12,1,0.37,0.03,63.0,45,54,9,174,117,1825,5,71.4,1057,7,0,28,0,,,,,,,,,33,33,32.1,88,1.06,-20,-0.62,2.4,17.647058823529413
Yasser Larouci,dz ALG,20,DF,Troyes,2021-2022,341.0,0.0,0.0,0.1,0.4,0.1,0.1,0.0,3.0,1.0,0.0,0.0,23,14,16,3,5,6,5,78.5,1932,590,13,1,3.41,0.26,6.0,5,7,3,5,13,214,8,38.1,144,1,0,2,3,,,,,,,,,12,2,3.8,28,1.08,-2,-0.53,0.2,33.33333333333333
Kevin Lasagna,it ITA,28,"MF,FW",Hellas Verona,2021-2022,1184.0,2.0,4.0,3.3,1.2,3.3,2.1,6.0,41.0,16.0,0.05,0.13,26,28,104,15,10,13,2,65.6,2677,657,37,7,2.82,0.53,13.0,7,3,17,7,16,447,10,52.6,226,1,0,19,3,,,,,,,,,28,11,13.2,42,1.18,-5,-0.38,5.4,39.02439024390244
Jamaal Lascelles,eng ENG,27,DF,Newcastle Utd,2021-2022,2058.0,1.0,0.0,0.9,0.5,0.9,0.4,1.0,17.0,4.0,0.06,0.25,0,18,5,4,20,1,0,74.1,10069,3526,10,1,0.44,0.04,15.0,7,22,1,121,37,949,1,50.0,413,5,0,17,0,,,,,,,,,26,22,22.9,79,1.08,-19,-0.83,1.3,23.52941176470588
Bryan Lasme,fr FRA,22,FW,Arminia,2021-2022,877.0,2.0,0.0,0.8,1.4,0.8,0.4,2.0,13.0,8.0,0.15,0.25,21,7,67,7,7,7,6,58.8,1452,355,19,1,1.95,0.1,6.0,6,1,7,9,7,302,12,44.4,175,2,0,15,2,,,,,,,,,23,7,9.7,38,0.65,-3,-0.31,1.2000000000000002,61.53846153846154
Paul Lasne,fr FRA,32,MF,Brest,2021-2022,847.0,0.0,1.0,0.4,0.8,0.4,1.1,1.0,8.0,1.0,0.0,0.0,8,34,11,8,26,6,2,82.9,6011,1702,20,1,2.13,0.11,26.0,12,24,8,10,50,523,6,75.0,360,1,0,11,3,,,,,,,,,15,9,9.4,56,1.2,-2,-0.21,1.5,12.5
Juanmi Latasa,es ESP,20,FW,Real Madrid,2021-2022,9.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,,0,0,1,0,0,0,0,80.0,49,0,0,0,0.0,0.0,0.0,0,0,1,0,0,7,0,,5,0,0,0,0,,,,,,,,,1,0,0.1,9,1.0,0,0.0,0.1,0.0
Toni Lato,es ESP,23,DF,Valencia,2021-2022,590.0,0.0,1.0,0.0,0.2,0.0,0.5,1.0,0.0,0.0,,,8,29,17,3,21,3,1,73.2,4097,1497,10,1,1.53,0.15,17.0,12,8,7,14,25,377,8,100.0,151,5,0,14,0,,,,,,,,,11,7,6.6,54,1.09,-4,-0.61,0.5,
Armand Lauriente,fr FRA,22,"FW,MF",Lorient,2021-2022,2477.0,6.0,2.0,7.5,4.1,6.7,4.0,8.0,84.0,36.0,0.06,0.14,89,66,194,41,43,27,9,77.9,8121,2113,99,8,3.6,0.29,33.0,18,15,20,3,48,1053,44,47.8,728,5,0,44,6,,,,,,,,,35,28,27.5,71,1.0,-14,-0.51,10.7,42.857142857142854
Darko Lazović,rs SRB,30,DF,Hellas Verona,2021-2022,2766.0,1.0,7.0,2.9,5.4,2.9,6.3,8.0,46.0,10.0,0.02,0.1,101,174,243,44,100,55,14,69.9,16904,8100,91,11,2.96,0.36,36.0,23,19,50,49,55,1812,26,47.3,883,2,0,13,0,,,,,,,,,34,32,30.7,81,1.41,8,0.26,9.2,21.73913043478261
Manuel Lazzari,it ITA,27,DF,Lazio,2021-2022,1665.0,3.0,3.0,0.8,2.1,0.8,2.1,6.0,12.0,6.0,0.25,0.5,80,50,107,13,50,15,6,84.7,11935,3467,34,11,1.84,0.6,28.0,14,12,18,16,40,1179,29,50.0,693,3,0,18,3,,,,,,,,,31,16,18.5,54,1.61,9,0.49,2.9000000000000004,50.0
Théo Le Bris,fr FRA,18,MF,Lorient,2021-2022,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1,1,0,1,0,0,75.0,113,15,0,0,0.0,0.0,2.0,1,0,0,1,2,26,0,,9,0,0,0,0,,,,,,,,,4,0,0.7,15,1.0,-2,-2.95,0.0,
Jérémy Le Douaron,fr FRA,23,"FW,MF",Brest,2021-2022,1446.0,5.0,3.0,3.7,0.9,3.7,2.6,8.0,35.0,16.0,0.14,0.31,39,18,127,15,9,8,4,64.7,2411,470,25,5,1.56,0.31,11.0,5,4,14,14,15,527,9,25.0,342,0,0,17,2,,,,,,,,,32,16,16.1,45,1.13,-2,-0.12,6.300000000000001,45.714285714285715
Enzo Le Fée,fr FRA,21,"MF,FW",Lorient,2021-2022,2194.0,2.0,3.0,1.9,2.4,1.9,2.6,5.0,33.0,9.0,0.06,0.22,63,136,105,50,95,23,11,78.3,16974,4998,101,8,4.14,0.33,70.0,44,29,18,18,99,1563,43,45.7,1014,2,0,32,6,,,,,,,,,36,25,24.4,61,0.92,-21,-0.86,4.5,27.27272727272727
Vincent Le Goff,fr FRA,31,DF,Lorient,2021-2022,3060.0,1.0,1.0,1.4,3.4,1.4,1.9,2.0,27.0,4.0,0.04,0.25,62,166,147,26,124,35,11,78.1,24067,9902,69,5,2.03,0.15,61.0,38,37,27,50,98,2099,14,60.9,1162,1,0,24,1,,,,,,,,,34,34,34.0,90,1.06,-21,-0.62,3.3,14.814814814814813
Maxime Le Marchand,fr FRA,31,DF,Strasbourg,2021-2022,860.0,1.0,1.0,0.3,0.2,0.3,0.1,2.0,3.0,2.0,0.33,0.5,2,28,1,2,23,3,1,87.9,9479,4160,5,1,0.52,0.1,17.0,8,14,3,32,31,642,3,100.0,381,4,0,10,0,,,,,,,,,12,9,9.6,72,1.67,8,0.84,0.4,66.66666666666666
Robin Le Normand,es ESP,24,DF,Real Sociedad,2021-2022,3330.0,1.0,1.0,1.5,0.5,1.5,0.5,2.0,18.0,5.0,0.06,0.2,27,115,4,5,83,4,0,87.7,36808,11091,9,2,0.24,0.05,49.0,32,48,7,125,97,2484,1,33.3,1481,6,0,37,0,,,,,,,,,37,37,37.0,90,1.59,0,0.0,2.0,27.77777777777778
Patrick Leal,us USA,18,FW,Venezia,2021-2022,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,,0,0,0,0,0,,,,,,,,,1,0,0.0,2,1.0,0,0.0,0.0,
Rafael Leão,pt POR,22,FW,Milan,2021-2022,2605.0,11.0,10.0,8.8,4.9,8.8,6.8,21.0,97.0,38.0,0.11,0.29,161,101,218,45,46,48,12,70.5,9136,2681,113,19,3.9,0.66,17.0,7,12,38,8,29,1166,98,60.1,808,4,0,25,11,,,,,,,,,34,31,28.9,77,2.32,34,1.17,15.600000000000001,39.175257731958766
Jean-Louis Leca,fr FRA,35,GK,Lens,2021-2022,2313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,7,0,0,76.1,13866,10681,1,1,0.04,0.04,0.0,0,1,0,11,1,795,0,,422,3,1,2,0,33.0,66.0,70.0,5.0,31.8,-1.2,24.0,14.1,27,27,25.7,86,1.41,5,0.19,0.0,
Jeremías Ledesma,ar ARG,28,GK,Cádiz,2021-2022,3420.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,2,38,2,0,52.2,23952,20066,9,1,0.24,0.03,3.0,1,1,2,21,4,1273,2,100.0,599,4,0,2,2,51.0,117.0,76.5,13.0,52.8,1.8,28.0,12.1,38,38,38.0,90,1.03,-16,-0.42,0.0,100.0
Pierre Lees-Melou,fr FRA,28,MF,Norwich City,2021-2022,2265.0,1.0,0.0,1.6,2.4,1.6,1.9,1.0,33.0,9.0,0.03,0.11,33,114,60,25,81,26,9,78.1,13876,4105,55,2,2.18,0.08,58.0,36,25,24,23,83,1265,19,63.3,742,5,0,35,1,,,,,,,,,33,27,25.2,69,0.55,-38,-1.51,3.5,27.27272727272727
Wu Lei,cn CHN,29,"FW,MF",Espanyol,2021-2022,474.0,1.0,0.0,1.1,1.1,1.1,0.9,1.0,7.0,5.0,0.14,0.2,8,6,21,6,1,1,0,67.4,765,170,9,0,1.72,0.0,3.0,2,4,0,3,7,136,1,16.7,64,0,0,5,0,,,,,,,,,23,4,5.3,21,1.22,-5,-0.95,2.0,71.42857142857143
Maxim Leitsch,de GER,23,DF,Bochum,2021-2022,1538.0,1.0,0.0,1.1,0.2,1.1,0.5,1.0,5.0,1.0,0.2,1.0,11,43,1,3,38,3,2,82.0,14283,3797,10,2,0.59,0.12,18.0,10,31,5,74,49,1032,3,50.0,562,2,0,9,0,,,,,,,,,19,17,17.1,81,1.53,-2,-0.12,1.6,20.0
Lucas Leiva,br BRA,34,MF,Lazio,2021-2022,1697.0,0.0,0.0,0.1,0.6,0.1,0.3,0.0,3.0,0.0,0.0,,10,84,4,6,131,3,0,91.6,17560,5617,21,3,1.11,0.16,55.0,30,28,12,37,83,1412,3,75.0,640,9,0,37,1,,,,,,,,,35,19,18.9,48,1.77,9,0.48,0.4,0.0
Florian Lejeune,fr FRA,30,DF,Alavés,2021-2022,2699.0,0.0,0.0,1.5,0.4,1.5,0.2,0.0,22.0,2.0,0.0,0.0,6,74,4,5,59,4,0,77.5,21891,8978,12,1,0.4,0.03,33.0,24,31,9,158,64,1489,3,50.0,698,9,1,34,0,,,,,,,,,30,30,30.0,90,0.83,-26,-0.87,1.7,9.090909090909092
Iñigo Lekue,es ESP,28,DF,Athletic Club,2021-2022,1925.0,0.0,2.0,0.1,2.2,0.1,2.3,2.0,7.0,1.0,0.0,0.0,52,84,72,13,66,19,14,72.5,14858,6450,34,5,1.59,0.23,32.0,23,23,30,63,55,1427,13,44.8,664,3,0,19,0,,,,,,,,,25,22,21.4,77,1.2,-4,-0.19,2.4,14.285714285714285
Thomas Lemar,fr FRA,25,MF,Atlético Madrid,2021-2022,1440.0,4.0,5.0,3.4,3.7,3.4,3.3,9.0,29.0,8.0,0.14,0.5,54,95,92,31,48,39,14,78.5,9420,2948,66,11,4.12,0.69,24.0,14,8,17,11,32,971,33,58.9,588,2,0,11,3,,,,,,,,,24,17,16.0,60,1.88,0,0.0,6.699999999999999,27.586206896551722
Félix Lemaréchal,fr FRA,17,MF,Monaco,2021-2022,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,1,0,0,75.0,167,14,0,0,0.0,0.0,0.0,0,0,0,0,0,16,2,100.0,8,0,0,0,0,,,,,,,,,1,0,0.1,9,0.0,-1,-10.0,0.0,
Mario Lemina,ga GAB,27,MF,Nice,2021-2022,1967.0,2.0,0.0,2.0,0.6,2.0,0.4,2.0,16.0,4.0,0.13,0.5,35,93,30,6,95,5,0,87.3,18206,5095,33,2,1.51,0.09,62.0,35,48,7,37,110,1431,27,75.0,922,7,1,36,4,,,,,,,,,32,24,21.9,61,1.63,6,0.27,2.4,25.0
Fabien Lemoine,fr FRA,34,MF,Lorient,2021-2022,1117.0,0.0,1.0,0.2,0.7,0.2,0.5,1.0,4.0,0.0,0.0,,13,81,12,10,61,3,1,88.2,13806,3808,22,1,1.77,0.08,35.0,22,14,5,24,49,1009,8,66.7,630,5,0,27,0,,,,,,,,,21,13,12.4,53,0.95,-7,-0.56,0.7,0.0
Tim Lemperle,de GER,19,"FW,MF",Köln,2021-2022,149.0,2.0,0.0,1.4,0.6,1.4,0.7,2.0,7.0,3.0,0.29,0.67,8,4,19,7,3,5,1,63.9,530,121,12,0,7.25,0.0,4.0,1,2,3,2,6,94,4,40.0,59,0,0,4,1,,,,,,,,,13,0,1.7,11,1.23,-1,-0.6,2.0999999999999996,42.857142857142854
Ruben Lendinez,es ESP,18,DF,Valencia,2021-2022,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,7,0,0,6,0,0,80.0,773,260,2,1,1.31,0.66,3.0,3,2,0,6,5,67,0,,41,2,0,2,0,,,,,,,,,4,1,1.5,34,0.75,-4,-2.63,0.0,0.0
Clément Lenglet,fr FRA,26,DF,Barcelona,2021-2022,826.0,0.0,1.0,0.2,0.5,0.2,0.3,1.0,2.0,1.0,0.0,0.0,19,80,1,2,62,2,0,90.6,14042,4898,9,4,0.98,0.44,20.0,11,13,7,21,33,893,1,50.0,627,4,0,19,0,,,,,,,,,21,7,9.2,39,1.81,1,0.11,0.5,50.0
Aaron Lennon,eng ENG,34,"MF,FW",Burnley,2021-2022,1551.0,2.0,0.0,1.1,0.5,1.1,0.5,2.0,12.0,4.0,0.17,0.5,38,19,77,9,14,4,2,66.0,3280,783,33,4,1.92,0.23,33.0,17,9,19,14,42,542,13,43.3,286,2,0,19,5,,,,,,,,,28,17,17.2,55,1.0,-14,-0.81,1.6,33.33333333333333
Bernd Leno,de GER,29,GK,Arsenal,2021-2022,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,66.1,2214,1594,0,0,0.0,0.0,1.0,1,0,0,1,1,125,0,,61,0,0,0,0,9.0,10.0,52.6,1.0,9.4,0.4,1.0,7.3,4,4,4.0,90,0.75,-8,-2.0,0.0,
Christopher Lenz,de GER,26,DF,Eint Frankfurt,2021-2022,664.0,0.0,1.0,0.1,1.0,0.1,1.0,1.0,6.0,0.0,0.0,,14,35,36,13,25,5,2,71.8,6527,2547,24,2,3.25,0.27,29.0,15,7,12,21,36,623,4,50.0,281,6,0,15,1,,,,,,,,,15,6,7.4,44,1.2,0,0.0,1.1,0.0
Léo Leroy,fr FRA,21,MF,Montpellier,2021-2022,626.0,0.0,0.0,0.2,0.4,0.2,0.1,0.0,8.0,3.0,0.0,0.0,4,24,8,4,22,5,0,79.3,4070,1219,8,0,1.15,0.0,31.0,21,8,11,8,39,435,8,47.1,280,3,0,23,0,,,,,,,,,24,7,7.0,26,0.75,-13,-1.87,0.30000000000000004,37.5
Alexandre Letellier,fr FRA,30,GK,Paris S-G,2021-2022,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100.0,78,63,0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,,2,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,0.0,,1,0,0.1,8,3.0,0,0.0,0.0,
Robert Lewandowski,pl POL,32,FW,Bayern Munich,2021-2022,2946.0,35.0,3.0,33.2,4.8,29.3,4.4,38.0,156.0,75.0,0.19,0.4,46,81,268,37,38,30,3,75.0,7309,1585,109,15,3.33,0.46,10.0,3,6,26,8,16,1160,47,58.0,685,2,0,22,10,,,,,,,,,34,34,32.7,87,2.26,56,1.71,33.7,48.07692307692308
Jamie Leweling,de GER,20,"FW,MF",Greuther Fürth,2021-2022,1959.0,5.0,1.0,4.0,1.7,4.0,1.7,6.0,44.0,17.0,0.11,0.29,76,34,153,16,17,13,4,61.4,3917,807,45,5,2.07,0.23,13.0,8,13,20,5,26,713,46,51.1,491,3,0,17,8,,,,,,,,,33,22,21.8,59,0.55,-29,-1.33,5.7,38.63636363636363
Jamal Lewis,nir NIR,23,DF,Newcastle Utd,2021-2022,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,7,7,1,3,0,0,76.0,1281,448,2,1,0.69,0.34,8.0,6,3,0,8,11,131,0,0.0,59,1,0,2,0,,,,,,,,,5,4,2.9,52,0.8,-1,-0.34,0.0,
