Player,Nation,Age,Pos,Squad,Season,Min,Gls,Ast,xG,xA,npxG,xAG,G+A,Sh,SoT,G/Sh,G/SoT,PrgC,PrgP,PrgR,KP,1/3,PPA,CrsPA,Cmp%,TotDist,PrgDist,SCA,GCA,SCA90,GCA90,Tkl,TklW,Int,Blocks,Clr,Tkl+Int,Touches,Succ,Succ%,Carries,CrdY,CrdR,Fls,Fld,GA,Saves,Save%,CS,PSxG,PSxG+/-,#OPA,AvgDist,MP,Starts,90s,Mn/MP,PPM,+/-,+/-90,npxG+xAG,SoT%
Antonio Sánchez,es ESP,24,"MF,FW",Mallorca,2021-2022,1616.0,1.0,0.0,1.4,0.7,1.4,0.4,1.0,18.0,4.0,0.06,0.25,24,66,50,9,46,9,1,77.5,8268,2444,35,0,1.95,0.0,53.0,24,32,15,32,85,942,18,52.9,508,3,1,40,2,,,,,,,,,29,19,18.0,56,0.93,-21,-1.17,1.7999999999999998,22.22222222222222
Davinson Sánchez,co COL,25,DF,Tottenham,2021-2022,1631.0,2.0,0.0,2.1,1.0,2.1,0.3,2.0,13.0,3.0,0.15,0.67,21,65,8,5,70,6,1,87.7,17192,5242,20,1,1.1,0.06,41.0,22,30,8,54,71,1317,4,66.7,853,4,0,16,0,,,,,,,,,23,17,18.1,71,2.0,17,0.94,2.4,23.076923076923077
Germán Sánchez,es ESP,34,DF,Granada,2021-2022,2299.0,2.0,1.0,1.4,0.7,1.4,0.2,3.0,13.0,4.0,0.15,0.5,10,41,5,5,46,1,0,74.5,15625,6426,17,0,0.67,0.0,27.0,19,28,4,137,55,1300,0,0.0,607,11,1,23,0,,,,,,,,,32,25,25.5,72,0.97,-17,-0.67,1.5999999999999999,30.76923076923077
Manu Sánchez,es ESP,20,DF,Osasuna,2021-2022,2257.0,1.0,3.0,0.4,3.0,0.4,1.9,4.0,6.0,2.0,0.17,0.5,43,97,117,19,80,33,16,74.6,13128,5782,48,5,1.92,0.2,72.0,34,18,37,43,90,1421,24,53.3,686,6,0,32,2,,,,,,,,,33,25,25.1,68,1.36,-5,-0.2,2.3,33.33333333333333
Robert Sánchez,es ESP,23,GK,Brighton,2021-2022,3329.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,,,0,1,0,3,26,0,0,71.0,28041,16948,5,0,0.14,0.0,2.0,1,0,3,11,2,1612,0,,988,3,1,1,0,42.0,99.0,72.3,11.0,40.9,-1.1,36.0,12.9,37,37,37.0,90,1.38,0,0.0,0.4,
Jadon Sancho,eng ENG,21,"FW,MF",Manchester Utd,2021-2022,1900.0,3.0,3.0,3.6,3.6,3.6,4.1,6.0,26.0,9.0,0.12,0.33,111,88,222,41,31,39,7,81.8,10392,2336,88,9,4.17,0.43,14.0,8,15,16,5,29,1188,47,55.3,770,0,0,4,1,,,,,,,,,29,20,21.1,66,1.55,1,0.05,7.699999999999999,34.61538461538461
Philippe Sandler,nl NED,24,DF,Troyes,2021-2022,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,2,0,0,77.8,321,218,0,0,0.0,0.0,0.0,0,3,0,6,3,40,0,,19,0,0,0,0,,,,,,,,,2,1,0.8,35,0.5,-1,-1.29,0.0,
Alex Sandro,br BRA,30,DF,Juventus,2021-2022,1780.0,0.0,1.0,0.9,1.3,0.9,1.3,1.0,9.0,2.0,0.0,0.0,68,80,86,23,73,26,10,83.8,16222,5459,42,7,2.12,0.35,27.0,16,27,15,40,54,1288,14,48.3,725,3,0,31,3,,,,,,,,,28,17,19.8,64,1.61,1,0.05,2.2,22.22222222222222
Leroy Sané,de GER,25,"FW,MF",Bayern Munich,2021-2022,1976.0,7.0,7.0,11.4,7.1,11.4,6.2,14.0,89.0,32.0,0.08,0.22,80,117,203,49,70,40,4,82.4,11611,2731,112,14,5.1,0.64,28.0,16,12,15,2,40,1296,61,52.6,848,3,0,25,2,,,,,,,,,32,22,22.0,62,2.38,47,2.14,17.6,35.95505617977528
Oier Sanjurjo,es ESP,35,MF,Osasuna,2021-2022,758.0,1.0,0.0,0.7,0.4,0.7,0.2,1.0,9.0,1.0,0.11,1.0,3,34,25,2,26,9,2,70.4,3845,1235,13,2,1.54,0.24,10.0,6,1,7,9,11,388,2,66.7,169,3,0,17,0,,,,,,,,,25,8,8.4,30,1.58,-4,-0.47,0.8999999999999999,11.11111111111111
Mohamed Sankoh,nl NED,17,FW,Stuttgart,2021-2022,4.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,,0,0,1,0,22.5,0.0,0.0,0,0,0,0,0,1,0,,1,0,0,0,0,,,,,,,,,1,0,0.0,4,3.0,0,0.0,0.1,100.0
Morgan Sanson,fr FRA,26,MF,Aston Villa,2021-2022,356.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,,16,21,10,1,18,1,1,75.9,1851,506,2,0,0.51,0.0,12.0,8,10,7,2,22,223,13,81.3,146,0,0,3,0,,,,,,,,,10,3,4.0,36,1.3,-6,-1.52,0.0,0.0
Nicola Sansone,it ITA,29,"FW,MF",Bologna,2021-2022,896.0,2.0,3.0,3.5,1.9,3.5,2.0,5.0,24.0,6.0,0.08,0.33,21,22,64,16,15,12,8,70.2,3516,1020,37,6,3.72,0.6,13.0,7,4,10,2,17,443,14,41.2,286,6,0,16,3,,,,,,,,,27,6,10.0,33,1.22,-1,-0.1,5.5,25.0
Baptiste Santamaria,fr FRA,26,"MF,DF",Rennes,2021-2022,2518.0,2.0,1.0,1.9,1.0,1.9,0.9,3.0,34.0,7.0,0.06,0.29,19,133,37,17,113,13,3,86.1,25462,6474,44,8,1.57,0.29,52.0,27,33,17,42,85,1848,18,46.2,1154,7,0,35,0,,,,,,,,,34,28,28.0,74,1.71,26,0.93,2.8,20.588235294117645
Baptiste Santamaria,fr FRA,26,MF,Freiburg,2021-2022,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,1,0,0,0,0,33.3,8,0,1,0,4.29,0.0,0.0,0,1,0,1,1,7,0,,2,0,0,0,0,,,,,,,,,1,0,0.2,21,1.0,0,0.0,0.0,
Federico Santander,py PAR,30,"FW,DF",Bologna,2021-2022,67.0,1.0,0.0,0.6,0.1,0.6,0.1,1.0,2.0,1.0,0.5,1.0,0,3,7,1,2,1,0,58.6,242,48,3,0,4.03,0.0,2.0,1,0,1,0,2,37,0,0.0,19,1,0,2,0,,,,,,,,,7,0,0.7,10,1.29,0,0.0,0.7,50.0
Yellu Santiago,es ESP,17,MF,Valencia,2021-2022,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,2,1,0,1,0,0,80.0,432,139,1,0,1.1,0.0,2.0,2,0,0,1,2,40,0,0.0,22,0,0,1,0,,,,,,,,,3,0,0.9,27,0.33,-3,-3.29,0.0,
Samir Santos,br BRA,26,DF,Watford,2021-2022,1673.0,0.0,0.0,0.5,0.1,0.5,0.1,0.0,8.0,2.0,0.0,0.0,1,24,2,2,27,2,0,80.4,10401,3673,7,0,0.38,0.0,24.0,11,43,3,85,67,872,2,66.7,405,4,0,17,1,,,,,,,,,19,19,18.6,88,0.53,-25,-1.34,0.6,25.0
Samir Santos,br BRA,26,DF,Udinese,2021-2022,1421.0,0.0,0.0,0.8,0.1,0.8,0.1,0.0,7.0,3.0,0.0,0.0,14,46,11,3,32,3,2,77.8,9395,3682,12,2,0.76,0.13,36.0,16,42,11,62,78,878,3,60.0,442,5,0,33,0,,,,,,,,,17,17,15.8,84,1.12,-4,-0.25,0.9,42.857142857142854
Sergio Santos,es ESP,20,DF,Real Madrid,2021-2022,11.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,0,0,1,1,0,1,1,100.0,136,39,2,0,16.36,0.0,0.0,0,0,0,0,0,8,0,,5,0,0,0,0,,,,,,,,,1,0,0.1,11,3.0,1,8.18,0.1,
Alvaro Sanz,es ESP,20,MF,Barcelona,2021-2022,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,1,0,1,1,0,0,84.6,175,35,1,0,3.1,0.0,0.0,0,0,0,0,0,14,0,0.0,7,0,0,0,0,,,,,,,,,2,0,0.3,15,2.0,-1,-3.1,0.0,
Riccardo Saponara,it ITA,29,FW,Fiorentina,2021-2022,1284.0,3.0,3.0,2.2,2.6,2.2,3.2,6.0,37.0,14.0,0.08,0.21,84,93,123,20,39,25,7,76.9,7378,1930,63,8,4.41,0.56,10.0,2,1,19,3,11,713,20,37.7,501,1,0,6,6,,,,,,,,,29,13,14.3,44,1.69,17,1.19,5.4,37.83783783783784
Pablo Sarabia,es ESP,29,FW,Paris S-G,2021-2022,22.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,5,0,0,0,0,65.0,182,8,0,0,0.0,0.0,0.0,0,0,1,0,0,23,1,100.0,16,1,0,1,0,,,,,,,,,2,0,0.2,11,3.0,1,4.09,1.0,100.0
Marcelo Saracchi,uy URU,23,DF,Levante,2021-2022,186.0,0.0,1.0,0.0,0.2,0.0,0.2,1.0,0.0,0.0,,,4,8,14,6,5,5,2,80.4,1584,539,6,1,2.9,0.48,8.0,5,4,2,7,12,132,2,100.0,75,2,0,3,0,,,,,,,,,4,2,2.1,47,1.75,3,1.45,0.2,
Josh Sargent,us USA,21,"FW,MF",Norwich City,2021-2022,1572.0,2.0,1.0,2.5,1.2,2.5,0.9,3.0,24.0,2.0,0.08,1.0,21,12,88,11,8,5,0,71.2,3577,820,25,3,1.43,0.17,26.0,14,11,17,18,37,634,16,50.0,312,1,0,9,4,,,,,,,,,26,18,17.5,60,0.62,-22,-1.26,3.4,8.333333333333332
Jeremy Sarmiento,ec ECU,19,"FW,MF",Brighton,2021-2022,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,1,3,0,1,1,0,70.0,156,37,0,0,0.0,0.0,1.0,1,0,0,0,1,31,1,25.0,18,0,0,0,0,,,,,,,,,5,1,0.5,10,0.8,-2,-3.75,0.0,
Bouna Sarr,sn SEN,29,DF,Bayern Munich,2021-2022,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3,3,4,0,1,0,0,70.0,429,101,0,0,0.0,0.0,4.0,4,6,3,1,10,58,4,80.0,29,0,0,0,0,,,,,,,,,5,0,0.7,13,2.2,4,5.63,0.0,0.0
Ismaila Sarr,sn SEN,23,"FW,MF",Watford,2021-2022,1861.0,5.0,2.0,4.8,2.3,4.0,2.9,7.0,39.0,15.0,0.13,0.33,79,52,158,21,21,22,4,69.5,4981,1253,52,4,2.51,0.19,12.0,7,9,25,10,21,720,34,47.9,493,2,0,17,6,,,,,,,,,22,21,20.7,85,0.77,-25,-1.21,6.9,38.46153846153847
Malang Sarr,fr FRA,22,DF,Chelsea,2021-2022,546.0,0.0,0.0,0.0,0.3,0.0,0.4,0.0,1.0,0.0,0.0,,9,23,15,3,36,2,1,87.6,7202,2241,6,0,0.99,0.0,14.0,7,11,3,20,25,555,0,,350,2,0,8,0,,,,,,,,,8,6,6.1,68,2.0,-1,-0.16,0.4,0.0
Joan Sastre Vanrell,es ESP,24,DF,Mallorca,2021-2022,258.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,,4,3,5,0,4,0,0,69.8,1391,650,5,0,1.74,0.0,6.0,3,2,0,10,8,137,3,60.0,66,1,0,3,1,,,,,,,,,7,2,2.9,37,0.86,-7,-2.44,0.1,0.0
Giacomo Satalino,it ITA,22,GK,Sassuolo,2021-2022,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100.0,22,22,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,,0,0,0,0,0,0.0,1.0,100.0,0.0,0.8,0.8,0.0,,1,0,0.1,8,0.0,0,0.0,0.0,
Martin Satriano,uy URU,20,"FW,MF",Inter,2021-2022,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,1,3,1,0,0,0,72.7,95,12,1,0,2.37,0.0,1.0,0,0,0,0,1,14,0,,8,0,0,1,0,,,,,,,,,4,0,0.4,10,2.5,1,2.37,0.0,
Martin Satriano,uy URU,20,FW,Brest,2021-2022,932.0,4.0,0.0,3.4,0.1,3.4,0.1,4.0,24.0,10.0,0.17,0.4,6,7,52,2,5,1,0,70.1,1835,340,6,0,0.58,0.0,5.0,2,2,4,3,7,273,9,52.9,194,5,0,14,0,,,,,,,,,15,11,10.4,62,1.53,2,0.19,3.5,41.66666666666667
Téji Savanier,fr FRA,29,MF,Montpellier,2021-2022,2414.0,8.0,7.0,7.1,5.9,3.9,5.9,15.0,77.0,34.0,0.06,0.15,59,183,122,60,141,38,14,66.2,21472,7445,127,16,4.73,0.6,46.0,27,25,42,12,71,1996,76,65.5,1237,9,2,45,4,,,,,,,,,29,28,26.8,83,1.24,-1,-0.04,9.8,44.15584415584416
Esteban Saveljich,me MNE,30,DF,Rayo Vallecano,2021-2022,1700.0,0.0,0.0,0.6,0.3,0.6,0.0,0.0,9.0,3.0,0.0,0.0,2,20,1,1,14,2,1,82.3,9979,3016,10,0,0.53,0.0,18.0,11,16,5,69,34,763,0,0.0,397,4,0,23,0,,,,,,,,,21,21,18.9,81,1.29,2,0.11,0.6,33.33333333333333
Stefan Savić,me MNE,30,DF,Atlético Madrid,2021-2022,2440.0,0.0,0.0,1.9,0.2,1.9,0.1,0.0,15.0,5.0,0.0,0.0,30,74,6,3,62,1,0,82.1,22371,7359,21,2,0.77,0.07,46.0,20,37,10,102,83,1641,8,88.9,949,12,0,30,0,,,,,,,,,28,28,27.1,87,2.11,24,0.89,2.0,33.33333333333333
Joe Scally,us USA,18,DF,Gladbach,2021-2022,1909.0,1.0,2.0,1.4,2.0,1.4,1.9,3.0,18.0,6.0,0.06,0.17,35,57,104,18,44,17,9,78.7,12839,4055,41,5,1.93,0.24,40.0,30,22,20,38,62,1293,21,47.7,653,4,0,27,2,,,,,,,,,30,20,21.2,64,1.23,-10,-0.47,3.3,33.33333333333333
Giorgio Scalvini,it ITA,17,"DF,MF",Atalanta,2021-2022,763.0,1.0,0.0,1.3,0.3,1.3,0.9,1.0,16.0,3.0,0.06,0.33,9,53,15,5,43,5,0,81.5,6846,2737,16,1,1.89,0.12,22.0,11,22,4,16,44,599,4,66.7,322,1,0,15,0,,,,,,,,,18,9,8.5,42,1.33,-4,-0.47,2.2,18.75
Gianluca Scamacca,it ITA,22,FW,Sassuolo,2021-2022,2146.0,16.0,0.0,11.0,1.0,10.2,1.9,16.0,78.0,36.0,0.19,0.42,21,36,149,25,23,11,0,72.5,5604,916,57,6,2.39,0.25,19.0,14,5,14,22,24,808,21,70.0,461,7,0,49,2,,,,,,,,,36,25,23.8,60,1.33,2,0.08,12.1,46.15384615384615
Dane Scarlett,eng ENG,17,MF,Tottenham,2021-2022,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100.0,9,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,100.0,1,0,0,0,0,,,,,,,,,1,0,0.0,4,3.0,0,0.0,0.0,
Kevin Schade,de GER,19,"MF,FW",Freiburg,2021-2022,831.0,4.0,1.0,2.1,0.9,2.0,0.9,5.0,19.0,9.0,0.21,0.44,23,16,63,7,9,5,3,54.5,1320,610,24,3,2.6,0.32,9.0,7,3,3,16,12,351,15,48.4,172,2,0,22,8,,,,,,,,,21,7,9.2,40,1.57,12,1.3,2.9,47.368421052631575
András Schäfer,hu HUN,22,MF,Union Berlin,2021-2022,239.0,1.0,1.0,0.6,0.1,0.6,0.1,2.0,7.0,3.0,0.14,0.33,4,13,8,4,10,2,0,75.0,1073,281,6,2,2.27,0.76,4.0,1,2,5,4,6,125,4,80.0,65,2,0,6,0,,,,,,,,,8,1,2.7,30,2.0,1,0.38,0.7,42.857142857142854
Fabian Schär,ch SUI,29,DF,Newcastle Utd,2021-2022,2158.0,2.0,2.0,1.2,0.9,1.2,1.1,4.0,21.0,8.0,0.1,0.25,20,59,2,9,69,15,1,69.0,15904,7292,31,4,1.29,0.17,16.0,11,32,7,95,48,1234,6,60.0,645,4,0,24,1,,,,,,,,,25,25,24.0,86,1.56,-6,-0.25,2.3,38.095238095238095
Louis Schaub,at AUT,26,"MF,FW",Köln,2021-2022,654.0,1.0,2.0,1.3,1.0,1.3,1.2,3.0,14.0,2.0,0.07,0.5,28,37,68,10,22,11,4,64.1,3270,999,27,4,3.72,0.55,16.0,10,3,18,3,19,428,19,59.4,248,0,0,8,2,,,,,,,,,28,6,7.3,23,1.68,1,0.14,2.5,14.285714285714285
Andrea Schiavone,it ITA,28,MF,Salernitana,2021-2022,571.0,1.0,0.0,0.2,0.5,0.2,0.6,1.0,2.0,1.0,0.5,1.0,5,19,7,11,21,3,0,81.9,3724,1264,17,0,2.66,0.0,14.0,8,8,3,12,22,305,1,50.0,135,1,0,10,0,,,,,,,,,14,5,6.3,41,0.21,-16,-2.52,0.8,50.0
Patrik Schick,cz CZE,25,FW,Leverkusen,2021-2022,2076.0,24.0,3.0,18.1,1.5,16.5,2.5,27.0,88.0,43.0,0.26,0.53,21,25,138,16,11,6,0,68.3,3833,712,50,14,2.17,0.61,5.0,2,3,11,28,8,675,15,36.6,362,0,0,13,2,,,,,,,,,27,26,23.1,77,1.96,25,1.08,19.0,48.86363636363637
Kingsley Schindler,gh GHA,28,"DF,FW",Köln,2021-2022,349.0,1.0,2.0,0.4,1.4,0.4,1.1,3.0,3.0,1.0,0.33,1.0,6,24,27,5,15,7,5,52.6,1867,870,12,3,3.09,0.77,1.0,0,5,8,5,6,236,0,0.0,107,1,0,2,1,,,,,,,,,18,1,3.9,19,1.61,9,2.32,1.5,33.33333333333333
Xaver Schlager,at AUT,23,MF,Wolfsburg,2021-2022,1040.0,0.0,1.0,0.3,0.6,0.3,0.6,1.0,10.0,1.0,0.0,0.0,21,55,29,5,41,5,0,75.6,5263,1627,14,2,1.21,0.17,43.0,20,9,13,14,52,559,11,73.3,294,2,0,23,0,,,,,,,,,14,13,11.6,74,1.71,3,0.26,0.8999999999999999,10.0
Keven Schlotterbeck,de GER,24,"DF,FW",Freiburg,2021-2022,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,5,0,1,6,1,0,83.3,2071,764,2,0,0.57,0.0,11.0,5,11,0,24,22,179,0,0.0,81,1,0,9,0,,,,,,,,,12,3,3.5,26,1.92,0,0.0,0.0,0.0
Nico Schlotterbeck,de GER,21,DF,Freiburg,2021-2022,2785.0,4.0,1.0,3.6,2.3,3.6,1.5,5.0,36.0,16.0,0.11,0.25,35,173,21,12,137,16,1,80.2,28479,10981,56,4,1.81,0.13,72.0,43,56,23,154,128,2192,23,65.7,1134,5,0,32,5,,,,,,,,,32,32,30.9,87,1.69,18,0.58,5.1,44.44444444444444
Jeffrey Schlupp,gh GHA,28,"MF,FW",Crystal Palace,2021-2022,1851.0,4.0,1.0,3.4,1.2,3.4,1.6,5.0,33.0,9.0,0.12,0.44,31,70,60,18,46,12,2,73.8,7971,2386,46,7,2.24,0.34,46.0,25,18,18,32,64,971,35,60.3,520,1,0,26,3,,,,,,,,,32,20,20.6,58,1.25,4,0.19,5.0,27.27272727272727
Kasper Schmeichel,dk DEN,34,GK,Leicester City,2021-2022,3330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,2,0,1,8,1,0,73.0,26527,17896,7,3,0.19,0.08,0.0,0,1,0,15,1,1386,1,100.0,718,2,0,0,0,58.0,128.0,72.7,7.0,55.5,-1.5,38.0,14.8,37,37,37.0,90,1.32,-1,-0.03,0.0,
Jonathan Schmid,fr FRA,31,DF,Freiburg,2021-2022,588.0,0.0,1.0,0.2,0.7,0.2,0.8,1.0,5.0,1.0,0.0,0.0,9,25,31,9,23,4,0,78.2,4460,1981,18,1,2.76,0.15,12.0,6,6,8,15,18,390,5,62.5,143,0,0,4,1,,,,,,,,,13,6,6.5,45,1.62,3,0.46,1.0,20.0
Benno Schmitz,de GER,26,DF,Köln,2021-2022,2421.0,0.0,5.0,0.5,4.4,0.5,3.8,5.0,12.0,3.0,0.0,0.0,60,203,126,34,133,47,19,68.4,20622,11328,75,11,2.79,0.41,57.0,37,39,43,39,96,1889,2,16.7,846,5,0,30,1,,,,,,,,,31,29,26.9,78,1.58,-2,-0.07,4.3,25.0
David Schnegg,at AUT,22,DF,Venezia,2021-2022,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,1,5,1,2,1,1,65.5,1058,511,3,0,1.91,0.0,2.0,0,3,0,6,5,112,1,16.7,63,1,0,3,0,,,,,,,,,4,2,1.6,36,1.0,-1,-0.63,0.0,
Morgan Schneiderlin,fr FRA,31,MF,Nice,2021-2022,649.0,0.0,1.0,0.3,0.4,0.3,0.2,1.0,2.0,0.0,0.0,,5,36,5,4,23,3,1,85.1,5454,1694,14,1,1.94,0.14,21.0,12,20,5,18,41,482,4,100.0,287,1,1,15,0,,,,,,,,,20,5,7.2,32,1.65,7,0.97,0.5,0.0
Alessandro Schöpf,at AUT,27,MF,Arminia,2021-2022,2397.0,1.0,0.0,2.0,3.0,2.0,2.6,1.0,35.0,9.0,0.03,0.11,57,96,91,44,61,26,6,76.9,12222,3431,91,5,3.42,0.19,40.0,22,30,27,21,70,1392,30,55.6,701,3,1,27,7,,,,,,,,,31,27,26.6,77,0.84,-23,-0.86,4.6,25.71428571428571
Jerdy Schouten,nl NED,24,MF,Bologna,2021-2022,1392.0,1.0,1.0,0.2,0.8,0.2,0.7,2.0,6.0,1.0,0.17,1.0,9,82,13,12,85,11,0,84.2,10733,3656,36,3,2.33,0.19,25.0,17,33,11,29,58,968,22,88.0,447,4,1,17,2,,,,,,,,,17,16,15.5,82,1.24,-5,-0.32,0.8999999999999999,16.666666666666664
Nico Schulz,de GER,28,DF,Dortmund,2021-2022,836.0,0.0,2.0,0.2,0.8,0.2,1.1,2.0,3.0,2.0,0.0,0.0,17,52,44,7,41,10,2,83.1,8314,2992,15,2,1.61,0.22,21.0,12,11,16,8,32,756,5,31.3,421,2,0,13,0,,,,,,,,,16,9,9.3,52,2.13,16,1.72,1.3,66.66666666666666
Marvin Schwäbe,de GER,26,GK,Köln,2021-2022,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,1,0,8,2,0,82.8,20830,13852,2,0,0.1,0.0,0.0,0,0,1,8,0,1053,1,100.0,654,1,0,0,0,28.0,70.0,71.4,3.0,31.4,4.4,15.0,13.6,21,21,21.0,90,1.62,5,0.24,0.0,
Alexander Schwolow,de GER,29,GK,Hertha BSC,2021-2022,2175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,1,7,0,0,72.1,17801,12589,2,0,0.08,0.0,0.0,0,2,0,18,2,903,0,,458,1,0,2,0,51.0,72.0,62.6,4.0,42.2,-8.8,32.0,15.0,25,25,24.2,87,1.04,-23,-0.95,0.0,
Valentino Scotta,es ESP,19,DF,Sevilla,2021-2022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,,1,0,0,0,0,,,,,,,,,1,0,0.0,1,1.0,0,0.0,0.0,
Demba Seck,sn SEN,20,"MF,FW",Torino,2021-2022,146.0,0.0,0.0,0.6,0.1,0.6,0.0,0.0,4.0,3.0,0.0,0.0,6,3,8,0,3,1,0,79.1,457,57,5,0,3.08,0.0,2.0,1,0,0,0,2,60,4,66.7,42,0,0,2,0,,,,,,,,,6,1,1.6,24,1.33,3,1.85,0.6,75.0
Aleksandar Sedlar,rs SRB,29,"DF,MF",Mallorca,2021-2022,404.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,2,12,0,2,8,0,0,81.3,2630,1002,2,0,0.45,0.0,5.0,3,5,2,19,10,215,0,,112,5,1,9,0,,,,,,,,,10,3,4.5,40,1.0,-7,-1.56,0.1,
Paul Seguin,de GER,26,MF,Greuther Fürth,2021-2022,2108.0,0.0,3.0,0.5,2.7,0.5,2.0,3.0,11.0,2.0,0.0,0.0,28,118,48,21,105,19,5,76.2,13787,4613,55,4,2.35,0.17,50.0,31,19,28,30,69,1354,14,46.7,733,9,0,42,3,,,,,,,,,27,23,23.4,78,0.56,-36,-1.54,2.5,18.181818181818183
Alidu Seidu,gh GHA,21,DF,Clermont Foot,2021-2022,1410.0,0.0,0.0,0.5,0.2,0.5,0.2,0.0,9.0,1.0,0.0,0.0,10,30,12,6,20,1,0,86.4,9565,2717,17,0,1.08,0.0,34.0,20,34,4,49,68,837,9,60.0,553,7,2,18,1,,,,,,,,,21,16,15.7,67,1.14,-11,-0.7,0.7,11.11111111111111
Davie Selke,de GER,26,FW,Hertha BSC,2021-2022,1004.0,4.0,0.0,4.2,0.9,3.4,0.6,4.0,24.0,9.0,0.13,0.33,10,13,50,7,6,5,1,59.0,1696,268,16,2,1.44,0.18,5.0,4,1,4,11,6,334,2,25.0,156,2,0,31,0,,,,,,,,,25,10,11.2,40,1.0,-14,-1.25,4.0,37.5
Matz Sels,be BEL,29,GK,Strasbourg,2021-2022,3330.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,0.0,,0,1,0,1,6,0,0,72.5,19862,15299,4,0,0.11,0.0,1.0,1,1,0,22,2,1029,0,,586,1,0,1,0,43.0,88.0,70.0,13.0,35.0,-7.0,39.0,13.7,37,37,37.0,90,1.62,15,0.41,0.1,0.0
Ken Sema,se SWE,27,"MF,FW",Watford,2021-2022,852.0,0.0,0.0,0.1,1.1,0.1,1.3,0.0,3.0,1.0,0.0,0.0,19,8,36,12,7,3,2,62.5,2280,758,22,1,2.32,0.11,16.0,6,5,15,11,21,325,12,44.4,182,1,0,15,4,,,,,,,,,18,7,9.5,47,0.83,-10,-1.06,1.4000000000000001,33.33333333333333
Nélson Semedo,pt POR,27,"MF,DF",Wolves,2021-2022,2131.0,0.0,1.0,1.6,1.4,1.6,1.3,1.0,19.0,4.0,0.0,0.0,79,78,146,18,62,12,2,78.4,12766,4408,44,1,1.86,0.04,58.0,39,21,41,64,79,1487,39,60.9,762,1,0,23,2,,,,,,,,,25,25,23.7,85,1.56,6,0.25,2.9000000000000004,21.052631578947366
Lion Semić,de GER,17,DF,Dortmund,2021-2022,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,1,0,0.0,3,3.0,0,0.0,0.0,
Adrian Šemper,hr CRO,23,GK,Genoa,2021-2022,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,54.1,675,535,0,0,0.0,0.0,0.0,0,0,0,0,0,39,0,,25,0,0,0,0,1.0,3.0,75.0,0.0,0.9,-0.1,0.0,11.2,1,1,1.0,90,0.0,-1,-1.0,0.0,
Stefano Sensi,it ITA,25,"MF,FW",Sampdoria,2021-2022,754.0,1.0,0.0,1.1,0.5,1.1,0.8,1.0,10.0,4.0,0.1,0.25,16,34,24,9,24,3,0,81.4,5388,1162,15,2,1.79,0.24,18.0,9,6,9,4,24,488,13,52.0,305,1,0,18,0,,,,,,,,,11,10,8.4,69,0.91,-4,-0.48,1.9000000000000001,40.0
